ID,quality_score,Owner,Country_of_Origin,Farm_Name,Company,Region,Producer,Number_of_Bags,Bag_Weight,In-Country_Partner,Harvest_Year,Grading_Date,Variety,Status,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Moisture,Category_One_Defects,Quakers,Color,Category_Two_Defects,Expiration,Certification_Body,Certification_Address,Certification_Contact,Altitude_Units,Lower_Altitude,Upper_Altitude
200,84.25,CARCAFE LTDA CI,Colombia,,CARCAFE LTDA,HUILA,FRANKLIN DUSSAN/ANDRES RODRIGUEZ/HIPOLITO TORRES,250,70.0,Almacafé,2015,"April 29th, 2015",Caturra,Completed,Natural / Dry,7.42,7.67,7.83,7.75,7.92,7.83,10.0,10.0,10.0,7.83,Sample  84.25,12 %,3 full defects,0.0,Green,0 full defects,"April 28th, 2016",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,,
201,84.25,Tembo Coffee Company Ltd,"Tanzania, United Republic Of",Jacksom Mwasenga,Tembo Coffee Company Ltd,Shizingo Village,Tembo Coffee Company Ltd,10,60.0,Africa Fine Coffee Association,2014,"December 12th, 2014",Other,Completed,Washed / Wet,7.83,7.67,7.75,7.83,7.67,7.67,10.0,10.0,10.0,7.83,Sample  84.25,12 %,0 full defects,0.0,Green,7 full defects,"December 12th, 2015",Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,meters,1620,
202,84.25,Taylor Winch (T) Ltd,"Tanzania, United Republic Of",Suma JKT Itende,Taylor Winch(T) Ltd,Mbeya,Taylor Winch (T) ltd,65,60.0,Africa Fine Coffee Association,2014,"December 12th, 2014",Other,Completed,Washed / Wet,7.83,7.75,7.75,7.75,7.67,7.75,10.0,10.0,10.0,7.75,Sample  84.25,12 %,0 full defects,0.0,Green,2 full defects,"December 12th, 2015",Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,meters,1600,
203,84.25,Juan Luis Alvarado Romero,Guatemala,EL PAPATURRO,"UNEX (GUATEMALA), S.A",ORIENTE,AMILCAR LAPOLA,250,69.0,Asociacion Nacional Del Café,2014,"August 21st, 2014",Bourbon,Completed,Other,7.83,7.83,7.5,7.92,7.58,7.75,10.0,10.0,10.0,7.83,Sample  84.25,10 %,0 full defects,0.0,Green,1 full defects,"August 21st, 2015",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,meters,4000,
204,84.25,Exportadora de Cafe Condor S.A,Colombia,,Exportadora de Cafe Condor S.A,cauca,,250,70.0,Almacafé,2013,"October 1st, 2013",Caturra,Completed,Washed / Wet,7.58,7.5,7.75,7.83,7.92,7.83,10.0,10.0,10.0,7.83,Sample  84.25,11 %,0 full defects,0.0,Green,2 full defects,"October 1st, 2014",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,1700,
205,84.25,Kona Pacific Farmers Cooperative,United States (Hawaii),,Kona Pacific Farmers Cooperative,KONA,,7,45.3592,Specialty Coffee Association,2012,"December 11th, 2012",Hawaiian Kona,Completed,Natural / Dry,7.33,7.92,7.92,7.92,7.92,8.08,10.0,10.0,9.33,7.83,Sample  84.25,11 %,1 full defects,0.0,Bluish-Green,1 full defects,"December 11th, 2013",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
206,84.25,JESUS SALAZAR VELASCO,Mexico,PANTE CARAJILLO,CARAJILLO CAFÉ SA DE CV,SAN PEDRO COTZILNAM,JESUS SALAZAR VELASCO,10,1.0,AMECAFE,2012,"September 11th, 2012",Typica,Completed,Semi-washed / Semi-pulped,7.83,7.92,7.67,7.83,7.5,7.75,10.0,10.0,10.0,7.75,Sample  84.25,12 %,0 full defects,0.0,Green,1 full defects,"September 11th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1450,
207,84.25,MANUEL HERRERA JUAREZ,Mexico,FINCA LOS BARREALES,,"TEOCELO, VERACRUZ",MANUEL HERRERA JUAREZ,20,1.0,AMECAFE,2012,"April 9th, 2012",Bourbon,Completed,Washed / Wet,7.83,7.83,7.75,7.67,7.83,7.58,10.0,10.0,10.0,7.75,Sample  84.25,12 %,0 full defects,0.0,Green,0 full defects,"April 9th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1170,
208,84.25,ALFREDO BOJALIL,Mexico,FINCA SANTA TERESA,ECOMTRADING,"LA CONCORDIA, CHIAPAS",ERNST POHLENZ AGUILAR,250,1.0,AMECAFE,2012,"April 2nd, 2012",Bourbon,Completed,Washed / Wet,7.83,7.92,7.67,7.75,7.5,7.75,10.0,10.0,10.0,7.83,Sample  84.25,10 %,0 full defects,0.0,Bluish-Green,4 full defects,"April 2nd, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1400,
209,84.25,AFCA,Uganda,,Bukonzo Joint CFS,Kasese,,1,60.0,Africa Fine Coffee Association,2012,"February 13th, 2012",Other,Completed,Natural / Dry,8.17,7.75,7.58,7.67,7.83,7.58,10.0,10.0,10.0,7.67,Sample  84.25,13 %,4 full defects,0.0,Green,29 full defects,"February 12th, 2013",Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,meters,1700,
210,84.17,Juan Luis Alvarado Romero,Guatemala,PIAMONTE,"UNEX GUATEMALA, S.A.",SAN MARCOS,JORGE LEAL,50,69.0,Asociacion Nacional Del Café,2017,"June 1st, 2017",Bourbon,Completed,Washed / Wet,7.75,7.83,7.58,7.83,7.67,7.75,10.0,10.0,10.0,7.75,Sample  84.17,13 %,0 full defects,0.0,Green,1 full defects,"June 1st, 2018",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,meters,1700,
211,84.17,Racafe & Cia S.C.A,Colombia,,Racafe & Cia S.C.A,Huila,La Plata,250,70.0,Almacafé,2016,"August 19th, 2016",Caturra,Completed,Washed / Wet,7.83,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,7.75,Sample  84.17,0 %,0 full defects,0.0,Green,2 full defects,"August 19th, 2017",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,
212,84.17,Wayner Jimenez,Costa Rica,Los Girasoles,Exclusive Coffee - Costa Rica,Tarrazu,Los Angeles Micro-Mill (Ricardo Calderón),150,69.0,Specialty Coffee Association of Costa Rica,2016,"August 19th, 2016",Caturra,Completed,Washed / Wet,7.92,7.75,7.67,7.67,7.5,7.67,10.0,10.0,10.0,8.0,Sample  84.17,9 %,0 full defects,0.0,Bluish-Green,2 full defects,"August 19th, 2017",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,meters,1700,
213,84.17,Juan Luis Alvarado Romero,Guatemala,FINCA LA JOYA,"EXPORTCAFE, S.A.",HUEHUETENANGO,DARY COLMAN ALVARADO VILLATORO,275,69.0,Asociacion Nacional Del Café,2016,"June 23rd, 2016",Caturra,Completed,Washed / Wet,7.75,7.75,7.58,8.0,7.67,7.83,10.0,10.0,10.0,7.58,Sample  84.17,11 %,0 full defects,0.0,Green,6 full defects,"June 23rd, 2017",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,feet,3664,
214,84.17,Juan Luis Alvarado Romero,Guatemala,SANTO TOMAS PACHUJ,CAFCOM,SOLOLA,FERNANDO FAHSEN,377,69.0,Asociacion Nacional Del Café,2016,"June 1st, 2016",Caturra,Completed,Washed / Wet,7.75,7.92,7.58,7.92,7.67,7.67,10.0,10.0,10.0,7.67,Sample  84.17,10 %,0 full defects,1.0,Green,10 full defects,"June 1st, 2017",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,meters,1565,
215,84.17,Juan Luis Alvarado Romero,Guatemala,CHAPULTEPEC,"UNEX GUATEMALA, S.A.",NORTE,CHAPULTEPEC,130,69.0,Asociacion Nacional Del Café,2016,"June 1st, 2016",Bourbon,Completed,Washed / Wet,7.58,7.83,7.58,7.83,7.83,7.67,10.0,10.0,10.0,7.83,Sample  84.17,10 %,0 full defects,0.0,Green,2 full defects,"June 1st, 2017",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,feet,3280,
216,84.17,Racafe & Cia S.C.A,Colombia,,Racafe & Cia S.C.A,Huila,La Plata,275,70.0,Almacafé,2015,"August 18th, 2015",Caturra,Completed,Washed / Wet,8.0,7.5,7.5,7.67,8.0,7.83,10.0,10.0,10.0,7.67,Sample  84.17,0 %,0 full defects,0.0,Bluish-Green,0 full defects,"August 17th, 2016",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,,
217,84.17,COOPERATIVA EL GORRION R.L,Nicaragua,Las Nubes,COOPERATIVA EL GORRION R.L,"Jinotega, Nicaragua",COOPERATIVA EL GORRION RL,275,2.0,Specialty Coffee Association of Costa Rica,2015,"August 3rd, 2015",Caturra,Completed,Natural / Dry,7.67,7.83,7.83,7.5,7.67,7.83,10.0,10.0,10.0,7.83,Sample  84.17,12 %,0 full defects,0.0,Bluish-Green,0 full defects,"August 2nd, 2016",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,meters,,
218,84.17,Cafebras,Brazil,PANTANO,Cafebras Comercio de Cafés do Brasil SA,CERRADO,MAURO GALHERI,305,59.0,Brazil Specialty Coffee Association,2015,"April 24th, 2015",Catuai,Completed,Natural / Dry,7.67,7.75,7.75,7.67,7.83,7.75,10.0,10.0,10.0,7.75,Sample  84.17,0 %,0 full defects,0.0,,16 full defects,"April 23rd, 2016",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,meters,1150,
219,84.17,"CECA, S.A.",Costa Rica,Gamboa,"CECA,S.A.",TARRAZU,Martin Gutierrez,320,69.0,Specialty Coffee Ass,2014,"April 10th, 2015",Caturra,Completed,Washed / Wet,7.67,7.75,7.67,7.75,7.5,8.0,10.0,10.0,10.0,7.83,Sample  84.17,0 %,0 full defects,0.0,Blue-Green,0 full defects,"April 9th, 2016",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25",Noelia Villalobos - (506) 2220 0685,meters,1850,
220,84.17,Asefa Dukamo Keroma,Ethiopia,Asefa Dukamo Coffee Plantation,Asefa Dukamo Coffee Plantetion,SNNPRG; KAFA; TELO WOREDA; SHADA KEBELE,Tariku Oljira,320,60.0,METAD Agricultural Development plc,2014,"March 26th, 2015",Gesha,Completed,Natural / Dry,7.5,7.92,7.58,7.83,7.75,7.83,10.0,10.0,10.0,7.75,Sample  84.17,10 %,0 full defects,0.0,Green,5 full defects,"March 25th, 2016",METAD Agricultural Development plc,"BAWA Center, 3rd Floor (Gerji), Addis Ababa, Ethiopia","Aman Adinew (Emebet Dinku) - +251-116-292534, +251-911-519196",meters,1545,1668
221,84.17,Selian Coffee Estate,"Tanzania, United Republic Of",Selian Coffee Estate,Selian Coffee Estate,Arusha,Selian Coffee Estate,10,60.0,Africa Fine Coffee Association,2014,"December 12th, 2014",Other,Completed,Washed / Wet,7.92,7.75,7.75,7.75,7.75,7.58,10.0,10.0,10.0,7.67,Sample  84.17,13 %,0 full defects,0.0,Green,0 full defects,"December 12th, 2015",Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,meters,1400,
222,84.17,Olam Agro Colombia,Colombia,,Olam international Ltd,Huila,,250,1.0,Almacafé,,"October 15th, 2014",Other,Completed,Washed / Wet,7.67,7.5,7.67,7.42,7.83,8.58,10.0,10.0,10.0,7.5,Sample  84.17,12 %,0 full defects,0.0,Green,4 full defects,"October 15th, 2015",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,1530,
223,84.17,Chris Finch,Guatemala,,Volcafe Specialty Coffee,,,275,2.26796,Specialty Coffee Association,2013,"July 16th, 2014",,Completed,Washed / Wet,7.67,7.75,7.67,7.75,7.75,7.75,10.0,10.0,10.0,7.83,Sample  84.17,11 %,0 full defects,0.0,Bluish-Green,0 full defects,"July 16th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
224,84.17,ITOCHU Corporation,Kenya,,Taylor Winch (Coffee) Ltd.,Kenya,,300,18000.0,Kenya Coffee Traders Association,2013,"November 7th, 2013",SL28,Completed,Washed / Wet,7.58,7.75,7.75,7.75,7.75,7.83,10.0,10.0,10.0,7.75,Sample  84.17,8 %,0 full defects,0.0,Green,0 full defects,"November 7th, 2014",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya",Ivy Sarah Nderitu - +254 786 821 621,meters,1500,
225,84.17,Owen Carver,Brazil,Café do Paraíso,Café do Paraíso,"Minas Gerais, BR",Café do Paraíso,1,2.0,Specialty Coffee Association,2012,"May 20th, 2013",Mundo Novo,Completed,Natural / Dry,7.58,7.83,7.75,7.67,7.67,8.0,10.0,10.0,10.0,7.67,Sample  84.17,11 %,0 full defects,0.0,Green,3 full defects,"May 20th, 2014",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,894,1183
226,84.17,Juan Luis Alvarado Romero,Guatemala,LA UNION MONTEVERDE,"UNEX (GUATEMALA), S.A.",ORIENTE,"AGRICOLA MONTE VERDE, S.A.",250,69.0,Asociacion Nacional Del Café,2013,"May 9th, 2013",Bourbon,Completed,Washed / Wet,7.92,7.75,7.67,7.67,7.83,7.92,10.0,10.0,10.0,7.42,Sample  84.17,11 %,0 full defects,0.0,Green,4 full defects,"May 9th, 2014",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,feet,4300,
227,84.17,Atlantic Specialty Coffee,El Salvador,El Majahual Tempisque,Atlantic Specialty Coffee,Apaneca Llamantepec,Aida Batlle,275,2.0,Specialty Coffee Association,2013,"March 18th, 2013",Bourbon,Completed,Natural / Dry,8.42,8.08,7.5,7.17,7.58,8.17,9.33,10.0,10.0,7.92,Sample  84.17,11 %,0 full defects,0.0,Bluish-Green,2 full defects,"March 18th, 2014",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,1500,
228,84.17,Exportadora de Cafe Condor S.A,Colombia,,Exportadora de Cafe Condor S.A,huila,,250,70.0,Almacafé,2012,"October 19th, 2012",Caturra,Completed,Washed / Wet,7.75,7.75,7.75,7.75,7.83,7.75,10.0,10.0,10.0,7.58,Sample  84.17,0 %,0 full defects,0.0,Green,2 full defects,"October 19th, 2013",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,1750,
229,84.17,Juan Luis Alvarado Romero,Guatemala,EL LIMON,UNICAFE,GUATEMALA,WILLIAM ESTUARDO MARTINEZ PACHECO,275,1.0,Asociacion Nacional Del Café,2012,"March 26th, 2012",Catuai,Completed,Natural / Dry,7.83,7.5,7.5,8.0,7.83,7.83,10.0,10.0,10.0,7.67,Sample  84.17,11 %,0 full defects,0.0,Bluish-Green,2 full defects,"March 26th, 2013",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,
230,84.17,AFCA,Uganda,,Great Lakes Coffee,Mt. Rwenzori,,320,60.0,Africa Fine Coffee Association,2012,"February 13th, 2012",Other,Completed,Washed / Wet,7.83,7.75,7.5,7.83,7.83,7.75,10.0,10.0,10.0,7.67,Sample  84.17,11 %,0 full defects,0.0,Green,1 full defects,"February 12th, 2013",Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,meters,1500,1700
231,84.13,PT.ROYAL PACIFIC INDAH INTERNATIONAL,Indonesia,"MUS, EMAN",PT. ROYAL PACIFIC INDAH INTERNATIONAL,ACEH TENGAH,ANTON GAYO,2,2.0,Specialty Coffee Association of Indonesia,2017,"May 24th, 2017",Mandheling,Completed,Natural / Dry,7.81,7.88,7.56,7.75,7.63,7.75,10.0,10.0,10.0,7.75,Sample  84.13,12 %,0 full defects,0.0,Bluish-Green,0 full defects,"May 24th, 2018",Specialty Coffee Association of Indonesia,"Ministry of Agriculture Republic Indonesia, Build C 5th Floor wing B Room 515 . Jl.Harsono RM South Jakarta",Balkis Faisal - 081284251303 / 085780031543,,,
232,84.08,CARCAFE LTDA CI,Colombia,,CARCAFE LTDA CI,HUILA,FRANKLIN DUSSAN / HIPOLITO TORRES,275,70.0,Almacafé,,"November 9th, 2017",Caturra,Completed,Washed / Wet,7.83,7.5,7.42,7.5,7.83,8.5,10.0,10.0,10.0,7.5,Sample  84.08,0 %,1 full defects,3.0,Green,3 full defects,"November 9th, 2018",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,,
233,84.08,"Lin, Che-Hao Krude 林哲豪",Taiwan,CHANG YU LIANG 張玉良,Taiwan Coffee Laboratory,"Nanxi Dist., Tainan City 臺南市楠西區",CHANG YU LIANG 張玉良,10,20.0,Specialty Coffee Association,2016,"May 18th, 2016",Typica,Completed,Washed / Wet,7.58,7.67,7.67,7.67,7.75,7.83,10.0,10.0,10.0,7.92,Sample  84.08,10 %,0 full defects,0.0,Bluish-Green,4 full defects,"May 18th, 2017",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,968,
234,84.08,Juan Luis Alvarado Romero,Guatemala,LA ESPERANZA Y ANEXOS,"UNEX GUATEMALA, S.A.",ORIENTE,MARGARITA AVILA DE NUYENS,50,69.0,Asociacion Nacional Del Café,2016,"April 27th, 2016",Bourbon,Completed,Washed / Wet,8.0,7.75,7.5,7.58,7.92,7.67,10.0,10.0,10.0,7.67,Sample  84.08,10 %,0 full defects,0.0,Green,4 full defects,"April 27th, 2017",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,
235,84.08,Racafe & Cia S.C.A,Colombia,,Racafe & Cia S.C.A,Huila,La Plata,200,70.0,Almacafé,2014,"November 5th, 2014",Caturra,Completed,Washed / Wet,7.92,7.75,7.67,7.75,7.67,7.67,10.0,10.0,10.0,7.67,Sample  84.08,0 %,0 full defects,0.0,,2 full defects,"November 5th, 2015",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,,
236,84.08,LUSSO LAB,Guatemala,Aprocafi,LUSSO COFFEE LAB,"Aldea Xeucalvitz, Ixil Region, Quiche Department",Asociacion de Productores de Cafe de la Region Ixil,1,2.0,Specialty Coffee Association,2014,"June 16th, 2014",Bourbon,Completed,Washed / Wet,7.58,7.75,7.67,8.0,7.75,7.67,10.0,10.0,10.0,7.67,Sample  84.08,10 %,0 full defects,0.0,Bluish-Green,10 full defects,"June 16th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,1550,
237,84.08,Kona Pacific Farmers Cooperative,United States (Hawaii),,Kona Pacific Farmers Cooperative,KONA,,14,45.3592,Specialty Coffee Association,2012,"January 24th, 2013",Hawaiian Kona,Completed,Natural / Dry,7.83,7.75,7.83,7.83,7.42,8.08,9.33,10.0,10.0,8.0,Sample  84.08,11 %,1 full defects,0.0,Green,9 full defects,"January 24th, 2014",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
238,84.08,ANDRES MARTINEZ LEON,Mexico,LA LAGUNILLA,,SANTO DOMINGO CACALOTEPEC,ANDRES MARTINEZ LEON,300,1.0,AMECAFE,2012,"September 4th, 2012",Typica,Completed,Washed / Wet,7.67,7.75,7.67,7.75,7.67,7.75,10.0,10.0,10.0,7.83,Sample  84.08,11 %,1 full defects,0.0,Green,10 full defects,"September 4th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1480,
239,84.08,Steven Kil,Ethiopia,,The Specialty Coffee Appraisers Institute of Asia,"Ethiopia, Sidamo",,100,60.0,Specialty Coffee Association,2012,"August 17th, 2012",Other,Completed,Natural / Dry,7.92,7.92,7.83,8.0,7.92,7.92,10.0,10.0,8.67,7.92,Sample  84.08,9 %,0 full defects,0.0,,15 full defects,"August 17th, 2013",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,1800,
240,84.0,Amanda Powers,Costa Rica,,Thrive Farmers,,,275,68.0388,Specialty Coffee Association,2017,"January 11th, 2018",,Completed,Washed / Wet,7.58,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,7.67,Sample  84.00,8 %,1 full defects,2.0,None,13 full defects,"January 11th, 2019",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
241,84.0,Kyagalanyi Coffee Ltd,Ethiopia,Kerchanshe,Kyagalanyi Coffee Limited,SIDAMO,Kerchanshe Trading P.L.C,320,60.0,Uganda Coffee Development Authority,2017,"June 5th, 2017",Gesha,Completed,Natural / Dry,7.83,7.75,7.67,7.75,7.33,7.75,10.0,10.0,10.0,7.92,Sample  84.00,11 %,3 full defects,11.0,Green,1 full defects,"June 5th, 2018",Uganda Coffee Development Authority,"Coffee House, Plot 35, Jinja Road, P.O. Box 7267, Kampala, Uganda",Clare Rwakatogoro - 256-41-256940/233073,meters,1800,
242,84.0,Bismarck Castro,Honduras,Las Cuchillas,CIGRAH S.A DE C.V,Comayagua,Nahun Maldonado,275,66.0,Instituto Hondureño del Café,2017,"May 11th, 2017",Caturra,Completed,Washed / Wet,7.42,7.83,7.75,7.92,7.75,7.58,10.0,10.0,10.0,7.75,Sample  84.00,10 %,0 full defects,0.0,Green,5 full defects,"May 11th, 2018",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,meters,1500,
243,84.0,Juan Luis Alvarado Romero,Guatemala,FINCA LOS CERROS Y ANEXOS,"Exportcafe, S.A.",HUEHUETENANGO,OTONIEL VILLATORO LOPEZ,275,69.0,Asociacion Nacional Del Café,2015,"June 10th, 2015",Caturra,Completed,Washed / Wet,7.67,7.83,7.58,7.92,7.75,7.67,10.0,10.0,10.0,7.58,Sample  84.00,12 %,0 full defects,0.0,Green,7 full defects,"June 9th, 2016",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,meters,5440,5760
244,84.0,Olam Agro Colombia,Colombia,,Olam international Ltd,Huila,,250,1.0,Almacafé,,"December 18th, 2014",Other,Completed,Washed / Wet,7.67,7.67,7.83,7.58,7.58,7.83,10.0,10.0,10.0,7.83,Sample  84.00,11 %,2 full defects,0.0,Green,7 full defects,"December 18th, 2015",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,1600,
245,84.0,Juan Luis Alvarado Romero,Guatemala,EL PAPATURRO,"UNEX (GUATEMALA), S.A",ORIENTE,AMILCAR LAPOLA,250,69.0,Asociacion Nacional Del Café,2014,"August 8th, 2014",Bourbon,Completed,Natural / Dry,7.92,7.67,7.42,7.92,7.75,7.83,10.0,10.0,10.0,7.5,Sample  84.00,10 %,0 full defects,0.0,Green,1 full defects,"August 8th, 2015",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,meters,4000,
246,84.0,Juan Luis Alvarado Romero,Guatemala,EL PAPATURRO,"UNEX (GUATEMALA), S.A",ORIENTE,AMILCAR LAPOLA,250,69.0,Asociacion Nacional Del Café,2014,"June 27th, 2014",Bourbon,Completed,Other,7.75,7.83,7.5,7.83,7.58,7.67,10.0,10.0,10.0,7.83,Sample  84.00,10 %,0 full defects,0.0,Green,0 full defects,"June 27th, 2015",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,meters,4000,
247,84.0,Olam Agro Colombia,Colombia,,Olam international Ltd,Huila,,250,1.0,Almacafé,2014,"May 27th, 2014",,Completed,Washed / Wet,7.67,7.75,7.67,7.67,7.67,7.75,10.0,10.0,10.0,7.83,Sample  84.00,12 %,0 full defects,0.0,Green,0 full defects,"May 27th, 2015",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,1480,
248,84.0,Compañia Colombiana Agroindustrial S.A,Colombia,,ecom cca sa,santander,,250,70.0,Almacafé,2014,"May 27th, 2014",Caturra,Completed,Natural / Dry,7.58,7.42,7.75,7.92,7.75,7.92,10.0,10.0,10.0,7.67,Sample  84.00,12 %,0 full defects,0.0,Green,0 full defects,"May 27th, 2015",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,1450,
249,84.0,Racafe & Cia S.C.A,Colombia,,Racafe & Cia S.C.A,Huila,La Plata,138,70.0,Almacafé,2014,"April 8th, 2014",Caturra,Completed,Washed / Wet,7.67,7.67,7.5,7.5,7.67,7.67,10.0,10.0,10.0,8.33,Sample  84.00,12 %,0 full defects,0.0,Green,3 full defects,"April 8th, 2015",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,,
250,84.0,LUSSO LAB,Ethiopia,,LUSSO COFFEE LAB,Sidamo,,50,60.0,Specialty Coffee Association,2013,"January 17th, 2014",Other,Completed,Natural / Dry,7.75,7.75,7.5,7.58,7.67,7.92,10.0,10.0,10.0,7.83,Sample  84.00,9 %,4 full defects,0.0,Green,40 full defects,"January 17th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,1550,
